Invoice_ID,Order_Date,Ship_Date,Order_Status,Payment_Method,Quantity_Sold,Unit_Price,Discount_Percent,Tax_Amount,Total_Sale_Amount
INV-20250723-3158,2025-09-19,2025-09-24,Pending,Credit Card,8,281,23,121.17,1852.13
INV-20231115-5040,2024-09-17,2024-09-21,Returned,PayPal,15,805,19,684.65,10465.4
INV-20250208-6889,2025-04-22,2025-04-27,Returned,UPI,15,378,12,349.27,5338.87
INV-20241218-2005,2023-11-27,2023-11-28,Completed,Credit Card,10,976,1,676.37,10338.77
INV-20250222-6520,2024-10-22,2024-10-25,Completed,PayPal,3,321,16,56.62,865.54
INV-20250116-2361,2025-02-09,2025-02-12,Completed,PayPal,8,279,25,117.18,1791.18
INV-20250130-4013,2024-01-22,2024-01-27,Completed,UPI,9,869,20,437.98,6694.78
INV-20250728-2184,2025-06-22,2025-06-25,Pending,UPI,12,989,29,589.84,9016.12
INV-20240907-4334,2024-02-12,2024-02-14,Returned,Cash,11,218,0,167.86,2565.86
INV-20250919-7058,2024-09-28,2024-10-05,Pending,PayPal,9,907,19,462.84,7074.87
INV-20240722-5835,2025-01-31,2025-02-01,Pending,UPI,3,942,22,154.3,2358.58
INV-20250409-1148,2025-04-24,2025-04-29,Completed,Credit Card,19,646,16,721.71,11031.87
INV-20240504-3794,2025-09-07,2025-09-11,Returned,UPI,15,145,29,108.1,1652.35
INV-20231128-5164,2024-10-10,2024-10-11,Pending,UPI,7,660,25,242.55,3707.55
INV-20250820-1334,2024-06-21,2024-06-22,Returned,Cash,3,245,19,41.67,637.02
INV-20231122-2254,2024-06-14,2024-06-15,Pending,UPI,17,713,13,738.17,11283.44
INV-20240618-2333,2024-12-05,2024-12-10,Completed,Credit Card,15,966,11,902.73,13798.83
INV-20231010-2250,2025-02-18,2025-02-23,Pending,Credit Card,2,151,30,14.8,226.2
INV-20250209-5037,2025-02-18,2025-02-20,Returned,UPI,13,299,29,193.18,2952.95
INV-20240604-6728,2024-04-17,2024-04-20,Completed,Credit Card,9,107,13,58.65,896.46
INV-20240813-1934,2024-03-25,2024-03-28,Pending,Cash,11,401,28,222.31,3398.23
INV-20240119-1154,2025-09-13,2025-09-19,Returned,Cash,6,843,24,269.09,4113.17
INV-20240921-9275,2024-09-17,2024-09-24,Completed,Credit Card,16,295,9,300.66,4595.86
INV-20240131-6369,2025-02-05,2025-02-11,Pending,Credit Card,5,448,26,116.03,1773.63
INV-20231220-7293,2024-01-06,2024-01-10,Completed,PayPal,15,836,21,693.46,10600.06
INV-20250721-7486,2024-06-10,2024-06-14,Pending,Credit Card,14,961,10,847.6,12956.2
INV-20240919-9988,2025-05-04,2025-05-09,Pending,PayPal,8,680,15,323.68,4947.68
INV-20250529-9643,2024-07-16,2024-07-17,Returned,Cash,13,175,10,143.33,2190.83
INV-20240428-8270,2024-10-08,2024-10-10,Pending,PayPal,9,871,27,400.57,6123.04
INV-20240301-4461,2024-10-09,2024-10-10,Completed,Credit Card,13,496,24,343.03,5243.51
INV-20240801-2495,2025-10-01,2025-10-03,Completed,Credit Card,14,402,20,315.17,4817.57
INV-20240523-4026,2025-04-14,2025-04-21,Completed,UPI,13,157,22,111.44,1703.42
INV-20240320-9135,2024-08-08,2024-08-13,Completed,PayPal,11,481,9,337.04,5151.85
INV-20240505-6012,2024-11-24,2024-11-28,Returned,UPI,16,105,13,102.31,1563.91
INV-20231008-3045,2025-08-17,2025-08-23,Returned,Credit Card,20,224,7,291.65,4458.05
INV-20241228-9620,2024-05-10,2024-05-16,Pending,PayPal,13,135,17,101.97,1558.62
INV-20240518-8251,2025-01-07,2025-01-14,Completed,UPI,17,106,10,113.53,1735.33
INV-20250216-3482,2025-08-10,2025-08-15,Returned,Credit Card,10,384,27,196.22,2999.42
INV-20250426-5183,2024-12-28,2024-12-31,Pending,PayPal,5,591,26,153.07,2339.77
INV-20240909-2119,2025-09-13,2025-09-17,Returned,UPI,12,813,28,491.7,7516.02
INV-20231202-6396,2025-09-16,2025-09-23,Completed,Cash,17,824,11,872.7,13339.82
INV-20240421-2382,2024-03-18,2024-03-23,Completed,UPI,3,587,15,104.78,1601.63
INV-20250924-5392,2024-01-04,2024-01-10,Completed,UPI,13,981,20,714.17,10916.57
INV-20250710-6844,2024-06-17,2024-06-18,Returned,UPI,13,716,4,625.5,9561.18
INV-20241126-7184,2024-10-19,2024-10-26,Pending,UPI,2,827,14,99.57,1522.01
INV-20231011-3293,2024-06-12,2024-06-17,Pending,Credit Card,11,638,0,491.26,7509.26
INV-20241114-6231,2025-07-08,2025-07-15,Returned,PayPal,7,882,16,363.03,5549.19
INV-20240609-5511,2025-07-01,2025-07-08,Returned,PayPal,15,283,24,225.83,3452.03
INV-20240608-2100,2024-05-31,2024-06-03,Pending,UPI,6,912,13,333.24,5093.88
INV-20231026-2089,2024-01-06,2024-01-13,Completed,UPI,17,448,7,495.8,7578.68
INV-20250129-7863,2025-04-16,2025-04-20,Completed,UPI,15,254,17,221.36,3383.66
INV-20240712-5839,2025-08-16,2025-08-23,Returned,Credit Card,12,828,11,619.01,9462.05
INV-20231020-1435,2025-03-24,2025-03-31,Completed,Credit Card,18,217,7,254.28,3886.86
INV-20250205-7307,2025-05-16,2025-05-22,Pending,Cash,3,236,6,46.59,712.11
INV-20241205-2615,2024-02-07,2024-02-13,Pending,UPI,1,517,0,36.19,553.19
INV-20250704-7911,2024-10-24,2024-10-31,Pending,UPI,1,753,20,42.17,644.57
INV-20250721-9014,2024-06-22,2024-06-25,Pending,PayPal,7,746,17,303.4,4637.66
INV-20240612-5367,2024-07-24,2024-07-31,Returned,Cash,6,553,0,232.26,3550.26
INV-20250405-2037,2024-10-04,2024-10-11,Returned,PayPal,6,417,2,171.64,2623.6
INV-20240204-8107,2024-06-30,2024-07-01,Returned,UPI,8,445,28,179.42,2742.62
INV-20250811-1469,2024-08-29,2024-08-31,Pending,PayPal,3,488,28,73.79,1127.87
INV-20240301-7501,2025-01-28,2025-02-01,Completed,Credit Card,15,736,14,664.61,10159.01
INV-20250829-4154,2025-06-23,2025-06-27,Completed,Credit Card,12,464,6,366.37,5600.29
INV-20250201-8541,2025-07-06,2025-07-10,Completed,PayPal,14,912,10,804.38,12295.58
INV-20240125-1132,2024-07-15,2024-07-20,Returned,PayPal,14,330,24,245.78,3756.98
INV-20240302-6012,2025-07-24,2025-07-27,Completed,Credit Card,10,355,22,193.83,2962.83
INV-20231231-3115,2025-09-11,2025-09-18,Completed,Credit Card,15,462,0,485.1,7415.1
INV-20241222-9777,2025-07-08,2025-07-12,Completed,UPI,12,236,5,188.33,2878.73
INV-20241230-9189,2025-09-16,2025-09-20,Completed,PayPal,9,321,29,143.58,2194.77
INV-20250321-6495,2025-07-17,2025-07-21,Completed,PayPal,12,421,7,328.89,5027.25
INV-20231216-5006,2023-11-25,2023-11-30,Completed,Cash,3,295,23,47.7,729.15
INV-20240812-4845,2024-08-06,2024-08-07,Returned,UPI,16,771,5,820.34,12539.54
INV-20240614-9858,2024-12-07,2024-12-11,Returned,PayPal,17,477,2,556.28,8503.1
INV-20241223-9834,2024-07-15,2024-07-22,Pending,PayPal,15,209,4,210.67,3220.27
INV-20240613-5076,2025-02-27,2025-03-06,Returned,PayPal,9,763,30,336.48,5143.38
INV-20250214-1704,2025-03-13,2025-03-19,Pending,UPI,8,231,20,103.49,1581.89
INV-20231223-6614,2025-05-23,2025-05-25,Completed,UPI,16,546,9,556.48,8506.24
INV-20240815-5102,2025-05-08,2025-05-13,Returned,UPI,11,470,16,304.0,4646.8
INV-20250816-5766,2024-06-04,2024-06-08,Returned,Cash,10,934,16,549.19,8394.79
INV-20240710-8317,2025-03-06,2025-03-11,Pending,Credit Card,8,880,12,433.66,6628.86
INV-20241109-3984,2025-03-28,2025-04-04,Returned,UPI,10,907,18,520.62,7958.02
INV-20231222-3383,2023-11-13,2023-11-18,Completed,Cash,11,281,21,170.93,2612.82
INV-20250629-8804,2023-12-12,2023-12-13,Completed,PayPal,3,604,30,88.79,1357.19
INV-20240409-3915,2025-04-01,2025-04-02,Returned,Credit Card,2,799,26,82.78,1265.3
INV-20240718-6220,2024-12-28,2025-01-01,Pending,Cash,2,301,13,36.66,560.4
INV-20231117-6092,2025-08-13,2025-08-20,Pending,Credit Card,9,962,5,575.76,8800.86
INV-20240325-8397,2025-06-08,2025-06-11,Pending,Credit Card,6,566,15,202.06,3088.66
INV-20250807-8646,2024-01-17,2024-01-20,Returned,Credit Card,15,577,6,569.5,8705.2
INV-20241030-8132,2024-12-18,2024-12-24,Returned,UPI,14,602,19,477.87,7304.55
INV-20231207-1134,2024-07-02,2024-07-06,Completed,Cash,8,363,0,203.28,3107.28
INV-20241108-7078,2024-08-22,2024-08-27,Returned,Cash,17,860,2,1002.93,15330.53
INV-20241112-3215,2024-03-20,2024-03-25,Completed,Credit Card,13,231,2,206.01,3148.95
INV-20250501-5517,2024-03-03,2024-03-08,Returned,Cash,9,987,14,534.76,8174.14
INV-20231229-4203,2024-02-04,2024-02-07,Pending,Cash,17,204,9,220.91,3376.79
INV-20241130-2427,2023-12-24,2023-12-31,Pending,Cash,8,624,6,328.47,5020.95
INV-20241221-8570,2025-02-17,2025-02-19,Returned,Cash,2,379,6,49.88,762.4
INV-20241228-1333,2025-04-20,2025-04-27,Completed,UPI,20,854,4,1147.78,17544.58
INV-20240114-1389,2025-01-24,2025-01-27,Completed,UPI,7,264,2,126.77,1937.81
INV-20250520-8420,2024-12-20,2024-12-23,Completed,Cash,7,391,27,139.86,2137.87
INV-20250902-1141,2024-02-14,2024-02-18,Pending,UPI,13,115,30,73.26,1119.76
INV-20240517-2543,2023-11-09,2023-11-10,Returned,Credit Card,4,171,25,35.91,548.91
INV-20241025-3207,2024-05-05,2024-05-06,Returned,UPI,18,418,10,474.01,7245.61
INV-20250812-1014,2024-05-16,2024-05-21,Returned,PayPal,6,160,8,61.82,945.02
INV-20241211-7531,2024-04-10,2024-04-17,Returned,Cash,11,540,2,407.48,6228.68
INV-20250113-1291,2024-03-26,2024-03-29,Pending,UPI,12,701,26,435.74,6660.62
INV-20241112-4264,2025-06-25,2025-06-29,Pending,Credit Card,10,366,15,217.77,3328.77
INV-20250122-9150,2024-08-30,2024-09-05,Completed,PayPal,8,732,12,360.73,5514.01
INV-20240511-8796,2024-11-02,2024-11-05,Pending,Credit Card,20,830,18,952.84,14564.84
INV-20231118-3189,2023-10-10,2023-10-13,Completed,PayPal,1,358,28,18.04,275.8
INV-20240420-4458,2023-10-23,2023-10-27,Completed,UPI,2,501,21,55.41,846.99
INV-20250711-8967,2024-04-16,2024-04-20,Pending,Cash,1,235,0,16.45,251.45
INV-20241021-4579,2025-04-05,2025-04-12,Returned,Credit Card,15,676,3,688.51,10524.31
INV-20250227-7824,2024-12-01,2024-12-05,Pending,Cash,11,445,13,298.11,4556.76
INV-20250227-2670,2025-05-30,2025-06-03,Returned,Cash,3,348,27,53.35,815.47
INV-20241007-4810,2025-02-03,2025-02-08,Returned,Credit Card,8,360,24,153.22,2342.02
INV-20240713-2333,2024-11-14,2024-11-15,Pending,Credit Card,5,510,0,178.5,2728.5
INV-20240418-3077,2024-09-07,2024-09-09,Returned,PayPal,19,503,14,575.33,8794.35
INV-20250821-7261,2024-02-20,2024-02-21,Pending,UPI,17,609,15,616.0,9416.05
INV-20240125-5341,2025-07-27,2025-07-31,Returned,PayPal,6,517,17,180.23,2754.89
INV-20240531-4567,2024-01-13,2024-01-15,Pending,UPI,17,119,17,117.54,1796.63
INV-20231009-6109,2025-04-07,2025-04-08,Returned,Cash,2,873,1,121.0,1849.54
INV-20231114-5025,2025-09-17,2025-09-21,Completed,PayPal,9,989,29,442.38,6762.09
INV-20241209-6751,2025-06-01,2025-06-02,Completed,Cash,1,513,12,31.6,483.04
INV-20231222-3880,2025-01-11,2025-01-18,Pending,Cash,4,343,9,87.4,1335.92
INV-20250916-6285,2025-02-28,2025-03-04,Pending,UPI,16,600,24,510.72,7806.72
INV-20231024-3492,2025-07-28,2025-08-01,Completed,Credit Card,16,797,13,776.6,11870.84
INV-20250105-6976,2024-03-08,2024-03-09,Returned,Credit Card,3,191,7,37.3,570.19
INV-20240715-4123,2025-08-11,2025-08-16,Returned,Cash,7,746,30,255.88,3911.28
INV-20250225-6611,2024-03-02,2024-03-09,Returned,UPI,16,276,14,265.84,4063.6
INV-20240819-9921,2025-07-30,2025-08-04,Completed,Credit Card,17,846,16,845.66,12926.54
INV-20240104-8264,2024-06-13,2024-06-16,Returned,Credit Card,9,820,2,506.27,7738.67
INV-20250913-2190,2024-03-06,2024-03-07,Returned,Cash,11,157,24,91.88,1404.4
INV-20231229-7185,2024-06-24,2024-07-01,Returned,PayPal,17,110,6,123.05,1880.85
INV-20250702-6467,2024-10-25,2024-10-28,Returned,Cash,16,170,15,161.84,2473.84
INV-20250706-4158,2025-07-26,2025-07-28,Returned,Cash,3,185,3,37.68,576.03
INV-20240205-5667,2025-04-11,2025-04-14,Returned,UPI,16,472,7,491.64,7515.0
INV-20250325-9180,2024-02-08,2024-02-12,Pending,Credit Card,14,143,15,119.12,1820.82
INV-20240618-1217,2023-12-12,2023-12-17,Returned,UPI,6,406,1,168.81,2580.45
INV-20240429-8473,2024-10-07,2024-10-10,Returned,Credit Card,2,615,18,70.6,1079.2
INV-20231217-9444,2024-03-23,2024-03-28,Pending,Cash,9,449,14,243.27,3718.53
INV-20250726-5140,2023-10-23,2023-10-25,Completed,Credit Card,2,742,29,73.75,1127.39
INV-20240331-3429,2024-05-08,2024-05-09,Pending,UPI,19,639,4,815.88,12471.24
INV-20231206-3310,2025-05-23,2025-05-25,Pending,PayPal,15,831,16,732.94,11203.54
INV-20250919-6953,2024-12-08,2024-12-11,Returned,Cash,18,322,18,332.69,5085.41
INV-20240123-6209,2024-09-07,2024-09-12,Pending,PayPal,14,951,24,708.3,10826.94
INV-20231006-8473,2024-07-13,2024-07-16,Completed,Cash,17,826,28,707.72,10817.96
INV-20241206-9892,2024-07-12,2024-07-18,Returned,PayPal,20,251,8,323.29,4941.69
INV-20240202-7810,2024-01-18,2024-01-24,Returned,Credit Card,13,440,4,384.38,5875.58
INV-20250315-5821,2024-12-11,2024-12-14,Completed,Cash,1,860,18,49.36,754.56
INV-20231217-9920,2024-11-14,2024-11-17,Completed,Cash,17,602,21,565.94,8650.8
INV-20250523-5016,2025-09-02,2025-09-03,Pending,UPI,13,877,1,790.09,12077.08
INV-20240525-4310,2025-01-15,2025-01-19,Returned,PayPal,2,554,13,67.48,1031.44
INV-20250514-1204,2024-10-27,2024-11-03,Completed,PayPal,17,674,11,713.83,10911.45
INV-20240105-3358,2023-12-02,2023-12-06,Pending,PayPal,15,212,13,193.66,2960.26
INV-20250824-3302,2024-10-06,2024-10-08,Returned,UPI,17,170,11,180.05,2752.15
INV-20250531-3204,2025-09-22,2025-09-27,Pending,UPI,6,743,17,259.01,3959.15
INV-20240827-8781,2024-10-03,2024-10-09,Completed,Credit Card,2,544,21,60.17,919.69
INV-20240309-1575,2024-10-14,2024-10-15,Completed,Cash,19,242,3,312.2,4772.26
INV-20240606-3649,2025-03-14,2025-03-18,Returned,Cash,13,694,0,631.54,9653.54
INV-20240912-6032,2024-11-16,2024-11-17,Returned,UPI,14,459,24,341.86,5225.62
INV-20241124-2419,2024-04-30,2024-05-07,Returned,Credit Card,19,396,8,484.55,7406.63
INV-20241129-6854,2025-05-17,2025-05-18,Completed,Credit Card,16,973,11,969.89,14825.41
INV-20250411-3477,2025-04-24,2025-04-25,Pending,Credit Card,18,779,5,932.46,14253.36
INV-20240921-9712,2025-03-20,2025-03-25,Returned,PayPal,8,290,9,147.78,2258.98
INV-20240903-3451,2024-07-18,2024-07-25,Returned,Cash,1,839,8,54.03,825.91
INV-20250319-3849,2025-09-03,2025-09-08,Pending,UPI,12,765,3,623.32,9527.92
INV-20240507-5428,2024-02-29,2024-03-01,Pending,PayPal,19,696,18,759.06,11602.74
INV-20250913-6731,2025-02-18,2025-02-24,Completed,PayPal,13,900,8,753.48,11517.48
INV-20240211-4675,2024-10-21,2024-10-23,Returned,PayPal,20,196,20,219.52,3355.52
INV-20240128-5318,2023-10-18,2023-10-19,Completed,PayPal,19,881,30,820.21,12537.51
INV-20250807-5251,2024-11-23,2024-11-28,Completed,Cash,19,652,12,763.1,11664.54
INV-20240408-7799,2024-10-05,2024-10-12,Returned,PayPal,3,466,1,96.88,1480.9
INV-20250710-6242,2025-05-11,2025-05-17,Pending,PayPal,6,928,11,346.89,5302.41
INV-20240929-3370,2024-08-02,2024-08-06,Completed,Cash,15,685,6,676.1,10334.6
INV-20241216-1815,2024-03-31,2024-04-02,Completed,UPI,10,227,27,116.0,1773.1
INV-20241024-3532,2025-01-13,2025-01-14,Completed,Cash,10,794,4,533.57,8155.97
INV-20231027-1441,2025-09-08,2025-09-10,Pending,UPI,12,761,28,460.25,7035.29
INV-20231027-3680,2024-12-03,2024-12-06,Pending,Credit Card,16,888,22,775.76,11858.0
INV-20250122-1106,2025-05-07,2025-05-08,Completed,UPI,9,833,9,477.56,7299.83
INV-20240117-1969,2024-01-24,2024-01-30,Pending,UPI,12,556,20,373.63,5711.23
INV-20240320-7396,2025-08-24,2025-08-30,Pending,Credit Card,16,412,5,438.37,6700.77
INV-20250703-1532,2025-02-11,2025-02-16,Completed,UPI,8,829,20,371.39,5676.99
INV-20240204-8890,2025-07-24,2025-07-28,Completed,PayPal,10,548,19,310.72,4749.52
INV-20240831-8007,2023-10-30,2023-11-01,Completed,Credit Card,15,517,6,510.28,7799.98
INV-20240429-4574,2025-02-15,2025-02-21,Completed,UPI,1,295,23,15.9,243.05
INV-20250823-6404,2024-03-28,2024-03-31,Returned,Credit Card,4,933,8,240.34,3673.78
INV-20250101-6702,2025-07-20,2025-07-26,Completed,Cash,18,741,24,709.58,10846.46
INV-20240913-8378,2024-12-17,2024-12-23,Completed,Cash,5,362,4,121.63,1859.23
INV-20250526-1239,2025-06-07,2025-06-13,Completed,PayPal,6,448,22,146.76,2243.4
INV-20250102-8110,2024-11-16,2024-11-19,Completed,PayPal,20,402,18,461.5,7054.3
INV-20250603-7523,2023-10-09,2023-10-12,Pending,Credit Card,19,608,21,638.83,9764.91
INV-20241226-9503,2024-09-11,2024-09-12,Pending,UPI,20,872,26,903.39,13808.99
INV-20250424-7383,2024-12-29,2025-01-03,Completed,Credit Card,16,719,3,781.12,11940.0
INV-20241106-6489,2024-09-24,2024-09-26,Pending,PayPal,5,121,22,33.03,504.93
INV-20241020-7522,2024-08-19,2024-08-21,Pending,UPI,15,943,10,891.14,13621.64
INV-20250302-3431,2025-04-15,2025-04-21,Completed,UPI,9,711,28,322.51,4929.79
INV-20240204-3904,2024-06-13,2024-06-16,Pending,PayPal,4,338,7,88.02,1345.38
INV-20240329-6991,2025-02-08,2025-02-11,Completed,Cash,1,684,17,39.74,607.46
INV-20250209-7174,2024-05-11,2024-05-16,Returned,PayPal,6,703,30,206.68,3159.28
INV-20250524-3101,2024-03-20,2024-03-24,Returned,PayPal,12,684,26,425.17,6499.09
INV-20241025-9420,2024-01-03,2024-01-04,Pending,UPI,17,434,18,423.5,6473.46
INV-20241217-4578,2024-06-23,2024-06-24,Pending,Cash,12,293,9,223.97,3423.53
INV-20240919-4323,2024-04-17,2024-04-18,Pending,Credit Card,16,872,23,752.01,11495.05
INV-20240520-4728,2025-04-26,2025-04-27,Completed,Credit Card,18,565,23,548.16,8379.06
INV-20250715-3861,2023-12-11,2023-12-12,Returned,Cash,11,480,11,328.94,5028.14
INV-20250617-3205,2024-08-19,2024-08-25,Returned,UPI,1,674,2,46.24,706.76
INV-20240604-4444,2024-08-03,2024-08-09,Completed,Credit Card,11,401,5,293.33,4483.78
INV-20250910-3417,2024-03-14,2024-03-15,Completed,UPI,7,204,5,94.96,1451.56
INV-20241231-2403,2024-10-03,2024-10-07,Pending,UPI,11,636,19,396.67,6063.43
INV-20240129-3636,2025-04-27,2025-05-01,Returned,Credit Card,8,792,4,425.78,6508.34
INV-20250122-5821,2024-10-18,2024-10-19,Completed,PayPal,4,726,28,146.36,2237.24
INV-20240320-4426,2023-10-21,2023-10-22,Completed,Cash,19,248,27,240.78,3680.54
INV-20250127-5216,2025-03-29,2025-03-31,Returned,PayPal,8,404,10,203.62,3112.42
INV-20250513-9139,2025-06-13,2025-06-15,Pending,UPI,20,455,8,586.04,8958.04
INV-20240610-2467,2024-05-26,2024-05-28,Pending,Cash,16,623,14,600.07,9172.55
INV-20241202-6055,2025-04-10,2025-04-12,Completed,UPI,17,791,8,865.99,13237.23
INV-20240703-4261,2025-05-03,2025-05-06,Completed,Credit Card,6,188,25,59.22,905.22
INV-20240404-2375,2024-04-03,2024-04-10,Completed,Credit Card,1,473,17,27.48,420.07
INV-20250513-5397,2025-02-22,2025-02-28,Returned,PayPal,19,743,29,701.61,10724.68
INV-20241215-5066,2023-12-05,2023-12-06,Completed,PayPal,3,450,30,66.15,1011.15
INV-20231119-3995,2024-03-04,2024-03-07,Returned,Cash,7,295,25,108.41,1657.16
INV-20241127-1347,2024-08-25,2024-08-31,Pending,Cash,8,349,24,148.53,2270.45
INV-20240928-7239,2025-07-21,2025-07-22,Pending,Cash,14,614,24,457.31,6990.27
INV-20231122-5011,2025-02-15,2025-02-18,Returned,PayPal,4,683,16,160.64,2455.52
INV-20250211-4405,2024-04-16,2024-04-19,Completed,UPI,18,197,22,193.61,2959.49
INV-20231013-1520,2023-10-09,2023-10-10,Pending,UPI,7,127,22,48.54,741.96
INV-20250622-7700,2025-09-05,2025-09-10,Completed,Cash,3,923,22,151.19,2311.01
INV-20240204-3485,2023-12-31,2024-01-05,Pending,PayPal,12,210,10,158.76,2426.76
INV-20231110-1895,2024-10-24,2024-10-31,Pending,Cash,13,391,20,284.65,4351.05
INV-20250818-4542,2024-08-12,2024-08-17,Pending,UPI,13,614,11,497.28,7601.26
INV-20250325-9060,2025-07-01,2025-07-06,Returned,UPI,6,849,5,338.75,5178.05
INV-20250528-2745,2025-06-25,2025-06-27,Pending,UPI,1,507,20,28.39,433.99
INV-20250506-4424,2023-10-22,2023-10-29,Completed,UPI,8,215,23,92.71,1417.11
INV-20240410-2546,2024-07-18,2024-07-21,Pending,UPI,18,892,0,1123.92,17179.92
INV-20240613-6341,2025-05-18,2025-05-21,Completed,UPI,9,406,18,209.74,3206.02
INV-20250712-8269,2024-01-06,2024-01-10,Returned,PayPal,6,141,14,50.93,778.49
INV-20250704-9632,2023-11-27,2023-12-01,Pending,Cash,13,762,28,499.26,7631.58
INV-20250624-6991,2024-12-16,2024-12-19,Completed,UPI,6,655,2,269.6,4121.0
INV-20241024-3960,2025-08-09,2025-08-14,Pending,PayPal,18,758,3,926.43,14161.11
INV-20250915-3209,2024-08-05,2024-08-07,Completed,PayPal,14,136,4,127.95,1955.79
INV-20240525-4009,2024-06-12,2024-06-16,Completed,Cash,16,611,5,650.1,9937.3
INV-20241216-8315,2025-05-31,2025-06-05,Pending,Cash,8,329,18,151.08,2309.32
INV-20240317-7648,2025-08-05,2025-08-10,Returned,UPI,1,595,25,31.24,477.49
INV-20250209-5963,2025-09-18,2025-09-22,Completed,PayPal,17,924,9,1000.6,15294.88
INV-20240402-6518,2025-01-01,2025-01-07,Completed,PayPal,5,497,6,163.51,2499.41
INV-20250515-1057,2025-02-19,2025-02-25,Pending,Credit Card,8,780,13,380.02,5808.82
INV-20250902-1041,2024-10-16,2024-10-22,Returned,UPI,11,607,3,453.37,6930.06
INV-20240613-9843,2025-10-01,2025-10-08,Completed,Credit Card,17,176,10,188.5,2881.3
INV-20250317-5633,2024-01-28,2024-01-30,Pending,UPI,17,707,22,656.24,10031.06
INV-20240905-9508,2024-10-01,2024-10-07,Returned,PayPal,14,572,19,454.05,6940.53
INV-20250526-2717,2025-01-06,2025-01-08,Pending,Credit Card,8,769,10,387.58,5924.38
INV-20240528-7014,2025-03-11,2025-03-18,Completed,UPI,20,346,8,445.65,6812.05
INV-20240315-7399,2024-01-23,2024-01-27,Returned,Credit Card,5,678,15,201.71,3083.21
INV-20250126-8705,2024-10-02,2024-10-04,Pending,UPI,17,844,19,813.53,12435.41
INV-20231016-1845,2024-01-11,2024-01-16,Pending,PayPal,10,868,18,498.23,7615.83
INV-20240424-9061,2024-07-20,2024-07-25,Pending,UPI,5,830,28,209.16,3197.16
INV-20250906-4662,2025-09-11,2025-09-16,Completed,Credit Card,8,190,0,106.4,1626.4
INV-20250621-3217,2024-03-25,2024-03-31,Pending,PayPal,10,940,24,500.08,7644.08
INV-20240120-7160,2025-03-08,2025-03-14,Returned,PayPal,4,286,8,73.67,1126.15
INV-20240414-1520,2025-02-20,2025-02-25,Pending,Cash,18,886,0,1116.36,17064.36
INV-20250718-4665,2023-11-26,2023-11-28,Completed,Credit Card,10,822,22,448.81,6860.41
INV-20231120-2387,2024-03-08,2024-03-09,Returned,Credit Card,16,315,17,292.82,4476.02
INV-20240327-7124,2025-03-13,2025-03-15,Pending,UPI,9,899,15,481.41,7358.76
INV-20240627-2320,2024-05-09,2024-05-15,Returned,Cash,18,510,2,629.75,9626.15
INV-20240505-8884,2025-04-18,2025-04-24,Completed,UPI,7,947,13,403.71,6170.94
INV-20240926-3461,2025-07-24,2025-07-31,Completed,Credit Card,13,607,7,513.7,7852.33
INV-20231013-7442,2024-08-22,2024-08-23,Returned,UPI,11,860,12,582.74,8907.54
INV-20250305-5775,2024-07-02,2024-07-04,Returned,PayPal,4,483,29,96.02,1467.74
INV-20241227-8847,2025-06-12,2025-06-13,Returned,Credit Card,19,639,22,662.9,10132.88
INV-20241117-8688,2025-05-31,2025-06-04,Completed,UPI,2,800,25,84.0,1284.0
INV-20240721-1959,2024-10-10,2024-10-11,Completed,Cash,14,314,30,215.4,3292.6
INV-20250727-5909,2025-03-31,2025-04-02,Returned,UPI,8,316,14,152.19,2326.27
INV-20231017-2467,2025-05-23,2025-05-28,Completed,Credit Card,12,119,26,73.97,1130.69
INV-20240602-5237,2024-11-15,2024-11-19,Pending,Credit Card,11,592,29,323.65,4947.17
INV-20240414-1886,2024-04-07,2024-04-08,Completed,Cash,6,626,10,236.63,3617.03
INV-20240213-9475,2025-06-05,2025-06-09,Pending,UPI,2,244,27,24.94,381.18
INV-20231114-5375,2025-09-06,2025-09-09,Returned,UPI,20,366,17,425.29,6500.89
INV-20241214-6048,2025-06-07,2025-06-09,Returned,PayPal,2,541,4,72.71,1111.43
INV-20250508-9730,2024-07-30,2024-08-04,Completed,UPI,12,200,24,127.68,1951.68
INV-20250406-4219,2025-09-16,2025-09-20,Returned,Credit Card,2,483,8,62.21,950.93
INV-20250505-4587,2025-06-23,2025-06-25,Returned,Credit Card,12,935,8,722.57,11044.97
INV-20250906-4261,2024-05-16,2024-05-20,Completed,PayPal,6,916,29,273.15,4175.31
INV-20240224-3948,2024-12-17,2024-12-23,Completed,Cash,15,704,16,620.93,9491.33
INV-20240414-1600,2024-08-19,2024-08-20,Completed,UPI,13,572,24,395.6,6046.96
INV-20250106-7342,2024-06-16,2024-06-20,Completed,Cash,9,859,11,481.64,7362.23
INV-20250404-9135,2024-07-26,2024-08-02,Returned,Cash,16,351,7,365.6,5588.48
INV-20240703-6541,2023-10-26,2023-11-02,Completed,Credit Card,19,314,6,392.56,6000.6
INV-20240113-7795,2023-11-02,2023-11-08,Pending,UPI,19,292,11,345.64,5283.36
INV-20240809-3224,2024-11-13,2024-11-19,Returned,Cash,11,759,20,467.54,7146.74
INV-20240517-3418,2024-12-05,2024-12-08,Completed,UPI,14,784,5,729.9,11157.1
INV-20240619-1740,2024-07-30,2024-08-05,Completed,Credit Card,13,970,29,626.72,9579.82
INV-20241114-2766,2023-11-04,2023-11-11,Completed,UPI,20,545,18,625.66,9563.66
